id,title,content,label
214,"so so","Stay for 3 nights. Everything just so so.
Small room like other budget hotel, bed and pillow not really comfort, but it was okay. Shower room/toilet not really good, bad smells for a day.
Near MRT, Bus Stop, minimarket. 
Beware other Fragrance Hotel here, there are 2 Fragrance Hotel in Lavender area.","Facilities & Services"
215,"average comfy. great location ","OK. ",Location
216,"Great Location ","The stay was just Great, nice to MRT, just beside to the main road, easy to find.
there were also convenient store , food store , McDonalds, Burger King nearby, quite a strategic location.",Location
217,"Really bad ","This is the worst hotel that ive been in in my life . .. for european stay away from this hotel , my husband is european and he hates it .we wont come back to this hotel again ",General
218,"Room review",Nice,General
219,"Budget Hotel ","Good Location. ",Location
220,"First stay at fragrance lavender",,General
221,"Close to MRT ","hotel is only good for short time stay. not recommended for families as its evidently for quickies",Location
222,"Suitable for ""sleep and bath only"" stay","it was really helpful that they accommodate the request for early check-in so we can maximize our time for venturing around Singapore on day of arrival. The location is the advantage as it near to Lavender MRT and food stalls is available nearby. 

a little distraction is the presence of housekeeping trolley in a very tight gangway which obstruct our movement in a space which has already cramped. Other neglected small, but we feel it as basic,issue is the absence of trash bin in the room","Facilities & Services"
223,location,,Location
224,"Good location",,Location
225,"Unexpected experience","The room is small and uncleaned, smelly (need to change the carpet).",Room
226,"Good location, but the room too small","I stayed in the same time when they had renovation. So, it was not so good experience. The room is too small, not so clean... noisy.",Room
227,"Budget and Central Location","Suitable for budget travellers who just need a bed to sleep. Near places to eat and buy groceries. Travel agents around the hotel normally sell discounted attraction tickets. ",Location
228,"Noisy, Smelly, Windows cannot be opened","The reviews are all true. Its noisy, smelly and seems to be available for short time 2 hour rental. Which is called a transit-2 hour rental. So anyway. Please dont stay here if you are in Singapore for a holiday or staying more than 1 day. You will regret not paying a little bit more for a better hotel.","Facilities & Services"
229,Average,,General
230,"Space is small for two people living here.","Acceptable, tile floor is clean, but under the bed is not so clean, saw a tissue not removed after house keeping.","Facilities & Services"
231,convenience,,General
232,"Muld and humidity everywhere","Dont book the room without windows as they are full of muld and humidity .shameful for the hotel to offer those rooms in such terrible conditions! Staff unfriendly, hotel all in all dirty and old, if you want to sleep decent and quite actually you are forced to spend more in singapore, fir 65 euro you get only muld and humidity like this fragrance lavender hotel. ","Facilities & Services"
233,"Noisy and Smely","This is a hotel where patron rent 2 hours for SGD 30 for their activity.The aircond is smelly and the room is smell with smoking.3 am in the morning staff still cleaning the room, very noisy.not recommended to stay","Facilities & Services"
234,"a value hotel, near the mrt station",,Location
235,"It is what it says on the label","Perfectly acceptable 2Star place to stay if you dont need luxury and just need a place to crash. Nothing fancy at all but tolerable",General
236,"Fragrance Hotel - Lavender",-,General
237,"A love motel","Appears the hotel is mainly used by local couples for some privacy. Good price for Singapore, room small but clean. Easy to get to/from airport via MRT (S$1.40) and downtown. Food hall opposite in mall. Staff helpful, wifi in room.",General
238,"Fragrant lobby",Fine,General
239,Normal,"It was overall a decent stay, a normal budget hotel.",General
240,"Awesome customer service and support ","GREAT.... I will be returning to Singapore because of the Fragrance Hotel ","Facilities & Services"
241,"Good budget hotel","was a good hotel",General
242,basic,"Younger front desk personnel were niceand friendly.Older supervisors were not. Rooms are small. Shower and toilet too tight and everything gets wet as there is no divider. Only location is good.near stores, rail station and places to eat l","Facilities & Services"
243,"Great ","Very near from MRT lavender and from mustafa shopping mall the rooms are small but its clean 

",Location
244,"Fragrance Hotel - Lavender","was told by a local that its mostly used which explaines why people looked at me funny when I told them where i was staying",General
245,"Acceptable budget hotel","Adequate for sleeping. Not a destination hotel",General
246,"Very small room hotel","-very small room-but close to MRT station-bedsheet is not very clean",Room
247,"In agoda says free wifi,in the hotel entrance says","In the agoda says free wifi,at te hotel enterance is written free wifi,But they charged me 10usd a day for InternetAre you kidding me ???Dirty bedsheets.disgusting","Facilities & Services"
248,clealiness,,"Facilities & Services"
249,"simple minimalist hotel","the frontdesk staff-Shanthi was rude. very small room, bed not so comfy","Facilities & Services"
250,"Ideal location if you like beach road","Pleasant stay",Location
251,"good location","It was good. The room is small but we just need a place to sleep and out most of the day",Room
252,"Good Location, Clean, Best value","Good but not include wifi","Facilities & Services"
253,"Not recommended ","Poor condition, not very clean","Facilities & Services"
254,"Not clean","The bed is not clean as I and my partners legs got bitten and we need to wear long sleeves shirt and trousers to cover ourselves. Floor in toilet not clean. The frontdesk staff is impatient. ","Facilities & Services"
255,"Good location, average rooms.","average room. V hotel might be better value for money.",Location
256,Good,,General
257,"Fragrance Hotel - Lavender","need to improve ",General
258,"nice budget hotel in lavender",,General
259,"near the mrt station ",,Location
260,"Affordable hotel","It was nice since the staff granted our request to give us a room with a window. Hotel staff were able to assist us regarding our needs.","Facilities & Services"
261,Staycation,"Staycation over a long weekend. Location close to MRT and cafes to chill. Counter staff very friendly and helpful.",Location
262,"Fragrance Hotel - Lavender","it was ok",General
263,"Only suitable for single traveller ","Ok just sleep a night. Not for staying.",General
264,"Poor Staff attitude and poor service",,"Facilities & Services"
265,"Have a bad smell from smoking in room",,"Facilities & Services"
266,"Its very near train station and good to stay.","I am okay with the location and other things are quite good for me.",Location
267,"Decent Price",Good,General
268,"room too small","Nothing special. Just as room was too small.",Room
269,"GOOD LOCATION AND CLEAN ROOM","OK I LIKE IT",Location
270,"Cheap hotel in Lavender area","Had only half a day in this room but that was good enough to take a shower and have a safe place for my bags. Staff was helpful booking a taxi and even printing out an important paper for me. Its not luxurious but its okay and the location is quite okay near the metro and the Lavender area is nice and relaxed. Dont expect much and you will be happy. Dont even consider the Hotel 81 chain.","Facilities & Services"
271,"Samll room, small bed and small bathroom. Good mrt","Good but room is not clean","Facilities & Services"
272,"Cheap for a simple hotel",,General
273,"size of the room a bit small","Overall is good but size of the room a bit small! ",Room
274,"Just Ok","OK for Budget Traveller or short visitor.",General
275,Resonable,"Good Location, Resonable price, but room was quite small",Location
276,"small room but close to MRT station",,Room
277,"Comfortable bed eventhough small room. ","Comfortable and good for solo travelers. Accessible to a supermarket and public transport. ","Facilities & Services"
278,"Convenience to mrt. And other connections.!",Good,Location
279,Pleasant,"The reception lady was patience and pleasant to our request to assist us to look for alternative branches under Fragrance Hotel as we initially wanted a two single beds (not queen sized which they do not provide). Overall the service is good from the staff, location is ideal. ","Facilities & Services"
280,Average,,General
281,"good budget hotel ","It is a good stay in Fragrance hotel with the price that paid.
",General
282,"not good as I think,,room very small,no internet,","standard,,,",General
283,"Fragrance Hotel - Lavende","I stayed in this hotel with my family and the guest which are asking for 3 hour stay keeps on arriving. The queue is long and worst of all, you can see them staying in the lobby waiting for there turn","Facilities & Services"
284,"average is ok",,General
285,"if you just need a quiet place to rest",,General
286,"Hotel nr Changi","The hotel was as advertised so didnt really expect any more, I need somewhere to stay for 6 hours with a bed and shower.The rooms are small, but everything is there but one small annoyance in this day and age, if you dont book via the hotel website you pay for WIFI, which wasnt clear when booking.The staff were very pleasant and helpful.","Facilities & Services"
287,"simple stay for a night","Near to the public transport, suitable for a night stay, however the room is quite clean",Location
288,"nice stay","nice stay at this hotel. very near to lavender MRT station about 3 min walk. near 24hr foodcourt @station. mustafa center can reach by walk. nice stay overall",Location
289," no free wifi","Room is so small. we stayed for 2 days, the first day no hot shower.",Room
290,"Tiny room ","We just stayed a night, the staff was very friendly","Facilities & Services"
291,"narrow room",,Room
292,"Moderately comfortable.","Everything is fine except that the bed is not stable and you have to pay for internet. So, if you are going to stay here, make sure you have your trip planned in advance without having to get costly internet connection.If you plan to travel the whole day and come back only at night to sleep, then it will be a place to stay. If you plan to relax, enjoy spa, gym, massage, etc. This is not a place for you. ","Facilities & Services"
293,"good value hotel","The room is very small but they have good enough air circulation. Near to MRT station
Over all, its good budget hotel",Room
294,comfort,"very comfort to stay in this hotel, near from MRT and easy to get some foods","Facilities & Services"
295,"Comfortable and affordable stay.",,General
296,"Basic small room","The room was very small but clean and provided all we needed. We didnt book it to spend time there so provided a bed and bathroom. Price a bit much for what it was.",Room
297,"Excellent Stopover","We used the hotel as a respite in our journey from Australia to England and it was perfect. A free shuttle service runs to/from the airport every 90 mins. Hotel was lovely and the staff very helpful. Just a few minutes walking distance to the village with its many restaurants and also the ferry service. We werent flying out until late evening but were allowed to stay around the pool area and use the showers in the gym area prior to our departure.","Facilities & Services"
298,"location is good","Hotel is quite ok. clean room , staff is friendly","Facilities & Services"
299,"
                                        ","Booked 2 Superior rooms recently for staycation.Rooms are not exactly very clean. Floor felt sticky and dusty.Toilet roller blind is covered in dirt/mold on one side facing the room. One of the rooms has ants underneath the table.Only stayed there as its near to Changi Village and nature.","Facilities & Services"
300,"Great hotel","We will come back again. ",General
301,Staycation,"This was my 2nd staycation in the vicinity of CHANGI. The last time, we stayed at CHANGI Cove, which was further away from the food center and ferry terminal. But I would say that CHANGI coves room was cleaner and better maintained than Village CHANGI hotels. The room we had at Village CHANGI hotel smelled musky and old. But of course, Village CHANGI hotel is in a better location as it is closer to the food market and ferry terminal for u to take the boats to Pulau Ubin. ","Facilities & Services"
302,"Good for stopover","We chose to stay because it was close to the airport, they offered a convenient shuttle servicethere are a ton of eateries in the area. If youre only in SG one night, You can jump on a bus near the food court and go for a ride around the town and stay on the bus till it comes back. (cheap tour. hehe)

We were pretty pleased with our stay.
Comfy bed
Nice toiletries
The only thing I would recommend is asking for a room far away from the lifts. Its a busy hotelit got noisy at times.

Take earplugs if yr a light sleeper.

We didnt try the restaurant because there were so many options outside.",Location
303,"Very pleasant stay","We were transiting for a night. It was nice, cosy, comfortable, clean, close to the airport, great value of price with airport transfer.. what else can you ask for?",General
304,"Not bad for a staycation","We came here to celebrate our son 1st birthday. Near to Changi Village, restaurants, mini marts and a huge hawker centre so there is a wide variety of good food. 

Hotel room is comfy and spacious with a bathtub and basic necessities. We came during the POkemon era so there is ppl everywhere near the hotel. 

Overall will return.

","Facilities & Services"
305,"Perfect Getaway Hotel!","Clean big rooms with all neccesseties in house. Superb Pool view",Room
306,"Perfect Weekend Gateaway","Clean big rooms with all neccesseties in house. Superb Pool view",Room
307,"
                                        ","we came for a staycation for sons birthday. everything was good, food is easily found as there is a coffeeshop next to hotel and a hawker centre opposite the hotel","Facilities & Services"
308,"Great rooms","Accessible to great local food at a very cheap price :)))",Location
309,"Convenient ","The executive lounge was good..
They have board games and books to read and 2 computer which you can use it..
","Facilities & Services"
310,"The only time I've considered asking for my money back","I have used Agoda frequently in the last six months? I have given rave reviews on all the places. I was very disappointed this time. We had an overnight on our way home and this hotel was three times the cost of anything else we stayed in including a previous trip to Singapore.I thought I would splurge since we had just one night. The window in the room was so dirty you could hardly see out of it it. The room was smallish and devoid of personality.The shuttle only goes every hour and a halfand it left five minutes early so we had to either wait an hour and a half or take a cab. We took a cab. We also had to take a cab the next morning or get up at 5:30 to get a shuttle that got us there 2 hours earlier than necessary. So factor that into your cost .If I was paying $40 a night I wouldnt be complaining. 
 The hotel is 10 minutes further from the airport then is advertised. However the location is very nice. Its near the ocean and theres a park and walking trails and a food court nearby.So if spending $100 + with no breakfast, and iffy shuttle is not a problem for you the location might make it worthwhile. Also they have a very nice pool.We werent there long enough to use it but it looked lovely. 
 ","Facilities & Services"
311,"great weekend staycay","great way to spend quiet weekend staycay for couples",General
312,"Poor service at executive lounge. Unfortunate faulty tap in suite room","Stayed at junior suite. Had to change room due to faulty tap in the bath. 

Went to exective lounge for the cocktail. Was 20 mins ahead of time. Went in, took a seat, but service staff too busy talking to notice my presence or intentionally avoided. Full 5-7 mins i sat there patiently. Eventually called out to a particular service staff. Politely asked for cocktail but was told, i was too early. So i settled for coffee. Shortly, another guest arrived. Surprisingly, he was given a glass of cocktail. Complaint i did. The rest is history.","Facilities & Services"
313,relaxing,"relaxing place, love to be back",General
314,Good,"Clean and nice food nearby. ",General
315,"
                                        ","Staff were friendly and my parents got an upgrade which we are very grateful for! Tks for making the stay memorable.","Facilities & Services"
316,"
                                        ","The swimming pool is smaller than expected, didnt manage to swim as there were a lot of people. Other than that, services of the reception and housekeeping is pleasant. ","Facilities & Services"
317,"7 March Checkin","Had a wonderful time and the hotel even taken the initiative to prepare a small birthday cake for my girlfriend.",General
318,"We'll run relaxing roomy hotel out of the city. Great for stopovers ","Like nearby coastal walks and bike rides,plane spotting, roof top pool, gym although time for some maintenance as several machines out of order, nearby restaurants and hawker centre
Dislikenot much at all although not convenient for downtown Singapore if this is where you want to spend time",Location
319,"
                                        ","Hotel located in nice area of Changi. Walking distance to jetty and many food options.Convenient.Hotel was very clean. Had dinner at Italian - was not great. Check in process was very slow however.Also when we arrived by car and offloaded our luggage, a staff standing by the entrance did not offer assistance until I asked.",Location
320,"Helpful, attentive, 1-3 min walk to hawker stalls, 10 mins from Changi airport","I booked this hotel as we were getting in at midnight and didnt want to be travelling for half an hour to a city hotel at that hour. It was close and easy to get to by taxi. 

We arrived for check in at 1am - concierge staff were very friendly and was a quick and easy check in - our paperwork was on the desk ready for our arrival. 

My mum had a fall in the rain up the road the next morning and we went to the desk for assistance - they were very attentive and brought ice and bag to make an ice pack to our room very quickly. 

The room itself is quite basic, but still has everything you need for a short stay - and this was more than I was expecting. Bathroom is spacious and clean, beds are SUPER comfy (more comfortable than the 5 star hotel we moved to for the rest of our 4 day trip!). It truly was the best sleep Ive had in a long time. 

Only downfall was the noise. We could hear the neighbours and people in the hallway more so than weve experienced in other hotels. 

Theres a fantastic hawker market open til 2am next door and another called Changi Village Hawker Centre across the road. It was great to be able to walk out at 1am and get dinner at that hour. 

Thanks for a great stay, well definitely be back for layover visits. ",Location
321,"Good location","The hotel is in good location,specially near by hawker center and coffee shops.We havebeen stayed in this hotel Twice,so far so good..
Pros:the staff arefriendly",Location
322,"Good location with nearby local eateries","Quiet and near to local eateries. Also nearby to Airport",Location
323,"Average hotel with far location","Booked this hotel for a birthday for my partner. Stated that it was for a birthday and wanted a slightly earlier check-in to prepare the cake and keep the drinks cold in the fridge. However upon arrival was told that they had to cleanup first before I could check in, thus waited for an hour or so til 2pm before checking in, and had lunch at the restaurant there. They let me keep the cake in the fridge of their restaurant and arranged to pass it to me when I checked into the room though.

Location was far, and front counter staff was not exactly friendly. Nonetheless Im pretty easy going and did not kick up a fuss. The hotel room aircon is not very cold as well, and takes very long to cool down the room. At times we started perspiring in fact, and took a shower.

Bathtub was nice and the room is spacious, the rooftop pool is a nice touch with the view of the sea. Location is far, though I drove. There is no complimentary parking as well. Room felt clean. Price is ok, can be better.",Location
324,"Excellent hotel great situation will use ahain","No cons for the cost",General
325,"Perfect ","Had a great stay! Room is superb. Very spacious. Extremely comfortable bed! Loved my stay. 2 mins walk from changi city point. ",Room
326,"
                                        ","What stood out for me was the handy that I could use to make unlimited calls back home, the free flow of hot bath water and the courteous reception","Facilities & Services"
327,Ok,Ok,General
328,9/10,"Some hit up on my request however the staff quickly compensate to ease our disappointment. The facilities are very impressive as compare to other local hotel that I went, think is a big plus point, however swimming need more maintenance, near plants hence too many falling particles. Quite embarrassed to see tourists picking up the fallen leaves and flowers. Many good food nearby, opposite that is csc for other daily actvities and island across to pulau ubin. Definitely going back!","Facilities & Services"
329,"
                                        ","The picture is different than reality.. room is too small, the price is too high for paying such condition, rather we could stay better hotel at better location!!!","Facilities & Services"
330,Nil,Nil,General
331,"for family ideal","ideal for family for short getaway.
near to ubin with a short boat ride",Location
332,"A little dated","Hotel was a little old and could do with some upgrades. Room could be cleaner. Staff service was great. Key card to room is a bummer. Had to try more than 10 times to enter the room. Not a great hotel, not bad either, choose for easy access to Pulau Ubin.","Facilities & Services"
333,"Near airport ","Hotel was decent and was near the airport. Room was also spacious and had a good workspace. Wifi was difficult to log in and the bathtub was leaking.",Location
334,"Just a little ","The facilities are worn .","Facilities & Services"
335,"awesome staycation ","I had a great time at this hotel! Its quiet and convenient to get nice food around! Highly recommend this dim sum place near the hotel, it opens till 2am!",Location
336,good,good,General
337,"good location. nice staf, ","breakfast is good, good location near airport but far from downtown, ",Location
338,"Relax between flights","Great location for overnight stays close to Changi airport. We like the club rooms with later check out, free breakfast and cocktails. Staff are happy to help, the front desk is very efficient. The rooms are big, wifi is excellent, the bathrooms have everything thats needed. The hotel has also two swimming pools - the top floor one with lovely views.",Location
339,"first stay","I like it!",General
340,"Unique Hotel ","pros: Everything seem perfectly enjoyable!

cons: No so far. ",General
341,"Peace at the East","Changi V Hotel is probably our favourite place for a staycation in Singapore. Its quiet, yet close to good food and fun (i.e. pulau ubin). The amenities are great and we love the pool/gym.","Facilities & Services"
342,"GOOD LOCATION","Our room was very comfortable and clean.The bed was soooo soft and the pillows were comfortable.It was a short walk to top eateries.The location is only 20 minutes from Changi Airport, this is why we chose it.Good value for money.",Location
343,"ok stay","not too bad. waited very long for check-in. ","Facilities & Services"
344,"
                                        ","Have requested for a cake arrangement but this wasnt done so despite indication during my booking. Kind of disappointed. Price was reasonable.","Facilities & Services"
345,"different from what I expected..","Most reason to select this hotel is to free shuttle bus to airport.. but later we became to know it rus every 90 minutes. so we had to take taxi.. more frequent running time will be better. ","Facilities & Services"
346,"VERY SATISFIED CUSTOMER","Prompt staff and a good place to stay.","Facilities & Services"
347,"Lovely stay","Great friendly staff who were so helpful ","Facilities & Services"
348,"Nice village feel with modern facilities","Great staycation place for all couples.",General
349,"
                                        ","Shuttle service to the airportis very helpful for me. Unlike other hotels they dont offer it for free as additional service to the customers. I like the location which is 5mins away from the beach and park area. Would recommend for people who are not city dwellers and prefer a very quiet and relaxing day. The view from the pool on the top floor os very relaxing.","Facilities & Services"
350,"Love the location","A short trip transit for 1 day but this hotel awesome!",General
351,"Bad internet","Not near the airport .. around 10 mins if there is no traffic .. the good thing free shuttle is available from and to the airport even though it is every 90 minutes.. good hotel .. clean and nice .. there is only one lift which make it far to reach some rooms .. the internet service is really bad .. ",Location
352,"Good services","Good for Pokemon player .. 
Nice food from hotel and near to the hawker centre ",Location
353,"Changi Village","Good hotel and location has shuttle to and from airport but only about $17 in taxi from airport close to food places at good prices",Location
354,"Pleasant stay.","Very happy to of stayed with you, couple of small problems that were dealt with quickly and efficiently.
Looking forward to my return in April.",Location
355,"good food nearby, hotel disappointing and dirty","pls clean up your rooms","Facilities & Services"
356,"Very professional","When we arrived, reception was very efficient. I can not find my debit cardand the other one has an expiry date... he just accepted my credit card. No hassle at all.","Facilities & Services"
357,"Good location with reasonable price. ","Good location with reasonable price. ",Location
358,"Good location","Good location for ppl who wait for the flight. ",Location
359,"OK room for the rate paid.","The room was good for the rate paid.",General
360,"Worth money","Far from city area. Close to airport. Limited activities ",Location
361,"great location","was there for a function. easily accessable from the airport. ",Location
362,"Short stay","We had a very short stay as we are departing for changi airport in less than a day. 

Eating is quite convenient other than at the hotel. Love the food vending machine at the lobby. You can taste local food without stepping out of the hotel.Hotel was a little noisy coz of the renovation. Else, itwas a good stay.

Food - Was quite surprise to see the coffee shops nearby havechanged to mostly halal eateries. Food are quite yummy. Ate chilli crab too... not very fantastic.

","Facilities & Services"
363,"Great hotel; Value for money","Great staff services and theres 2 pools. Rooms are generally clean and spacious. Would be good to have free shuttle to town area. ","Facilities & Services"
364,"Nice room and facilities","There for a week on business. Location is good, close to the Changi beach and many restaurants nearby.Rooms are very nice with club benefits. Staff are friendly.",Location
365,"Great place","Convenient. Foodleisure nearby.","Facilities & Services"
366,"Booked an extra night just for my solemnization","Had my solemnization at Village Hotel Changi, hence have to book a night before the actual day so that we can prepare and set-up. Everything went well except for the staffs that wasnt doing their job during the actual solemnization ceremony but was chit chatting their way and that my relatives/in-laws have to open the door for me and my hub during our short match in for ceremony. Disappointing with the staffs services.","Facilities & Services"
367,"Wonderful experience!","Highly recommended",General
368,"Great comfort, cleanliness, amenities and staff service","My family and I stayed one night in this hotel in transit through Singapore.While promoted as an airport hotel, we were quite surprised to discover that it is actually very far from the airport.Also, their free airport shuttle service does not run very frequently, so upon arrival at SIN airport at about 10:30, we were informed that wed have to wait over an hour for the next hotel shuttle and ended up paying for a taxi to the hotel.
Once we checked in we were pleased with the comfort, cleanliness, amenities, and staff service.
",Location
369,Staycation,"Nice quiet location with many eat options
","Facilities & Services"
370,Nil,None,General
371,"Spacious and clean environment","I like the facilities there, big room. Office table and bathtub. Cozy enough to relax in the room.","Facilities & Services"
372,"Home away from home!","Hotel has a homely feel. We took 2 rooms and hotel was able to give us a connecting room. Hotel is located near the beach and many eateries so its a fantastic location if you just want to chill around the area without travelling much. Hotels also offers free shuttle to the airport. So you can go there for sightseeing too.","Facilities & Services"
373,"Big room","Big room but find it slightly pricey. Room is clean but facilities requires facelift.",Room
374,"outstanding ","No words to described ",General
375,"very good ","Halal food easyto get","Facilities & Services"
376,"perfect place ","Satiesfied with everything. No cons. 10/10",General
377,"Good place for peace n relaxation.many choices of food nearby hotel.","No live music.insufficient deck chairs at rooftop pool.no noticeof jacuzzi availabilty at the pool.","Facilities & Services"
378,"Wonderful stay , friendly staff, very helpful.","This was my 4th time there and it just keeps getting better each time :-)",General
379,"Value of $$$$$ hotel","Of all the village hotel which i ever been this is the one of the best hotel..Nice enviroment, friendly staff, room is clean and big.The best part of this hotel is that the swimming pool is right above the level.U can see the sea of changi..Well hope to come back to this place again.","Facilities & Services"
380,"Love the flexibility of the management",Good,General
381,"4g phone available for use free of charge.","I taking available thought that this hotel gave an excellent service with regard to making a 4G phone available. A first in my experience of travel.","Facilities & Services"
382,"Deluxe room","the hotel is good but I was given a very corner room that was far away from the lift. The staff knows that Im with young children, they should actually give a room that is nearer to the lift hence we dont have to walk such a long distance to get to the room. Other than that, the service is commendable","Facilities & Services"
383,ok,"it sa bit far from the city, the rest is OK. ",Location
384,"Hotel is not value for money and not up to our standard ","Hotel is run down. Rubbish bin was not emptied after room service.Room was still very cold after we increased the room temperature. Not value for money and not up to our standard.","Facilities & Services"
385,Good,"Good services,nice staff,clean room","Facilities & Services"
386,"Gd Pokemon location","Gd pokemon location",Location
387,"Out of town","Relax ",General
388,Relax,Relax,General
389,"
                                        ","Good nature ambiance. Pools need cleaning","Facilities & Services"
390,"Was a great experience","Got upgraded to suite after was told its my wife surprise bday present..they even gave a surprise cake..staffs were excelent..only downturn is the water not running smoothly, jacuzzi at the pool is not working and the shuttle bus that commutes the guess didnt event bother to wait for 1min...overall i rate it 8/10..","Facilities & Services"
391,"A cozy place for who love quiet and serene","Overall experience was comfortable. Their little beans and drinks cart at the lobby really been appreciated and provide a sense of welcome to its visitor. The ambience of this hotel had been translated from its interior design - a class by its own. I would return a visit most probably. 

However, there was a little problem we only noticed after we reached our home. What i ordered and paid is for a Deluxe room with Sea View, but our room was facing the courtyard. So i dont really get what ive paid for.

Since we had a good time. Whatever.......

I think this mistake need to be view seriously by the hotel management. It should not be repeated. 


","Facilities & Services"
392,"Good and nice","Nice and quiet place. Good for relax",General
393,"Staycation List","Should always be on anyones staycation list. The private jacuzzi was the highlight. We spent most of our time in the jacuzzi without doing much. Continue the great work!","Facilities & Services"
394,"Amara exceeded my expectations!","I highly recommend this hotel especially if you are traveling with kids. The property offers 3 pools and its very close toPalawan beach and Universal Studios.My kids loved the peacocks roaming around the garden. ",Location
395,"Quiet and relaxing","Its quite near RWS and its rather quiet and relaxing.",Location
396,"a getaway from city life","Colonial setting..away from the busy activities of sentosa. ",General
397,"Intermittent AirCon + Faulty Lightings","4th time staying here at Amara Sanctuary Sentosa, thus decided to bring along 2 x young kids along for a Family Staycation. 

Decided to take up the Courtyard Suite as the highlight was a Private Jacuzzi Pool. However when we decide to go for a night swim with kids, the lights was faulty, thus it really dampen the mood, and we didnt really got thr chance to fully enjoy the room facilities at all.

Lastly, just when we wish to have a good night rest, the air-conditioner unit was unable to adjust its temperature. It was at 19 degree during the whole night, and we were shivering, waking up and never had a good rest.

Not the Amara service I was expecting.","Facilities & Services"
398,"Bad Experience","We arrived at the hotel lobby with no staff to help with unloading. me and my husband unloaded all the stuff ourselves. there were only two staff around at check in. The staff who attended to me, I only remembered him telling me, only tomorrow we will know if we can check out later than 12 noon. I think most of us are aware about the late check out procedures but I only needed him to put the request up so that the next staff that serves me would know I had requested for late check out in advance. We were then sent to our room, but Realized they had given us the wrong room. Because of theconfusing info on agoda(pictures with the living area,which the couple suite does not have)I thought I had paid for the family suite, but was given the Couple suite . Luckily, the family suite was available and they shifted us up. I requested extra pillows and towels, it took forever to send. and the reception was forever not picking up. Quite a disappointment with the standard and service of Amara.","Facilities & Services"
399,Disappointing,"Its sad that a place with such potential can be so disappointing.

My partner had pre-booked a cake with the staff beforehand to give me a surprise for my birthday. She specifically stipulated that this was not to be mentioned at check-in (so as not to ruin the surprise). Yet, at check-in, I was asked what time should the cake be brought in. Obviously, there was no more surprise. They offered late check out, which could only be confirmed later on in the day.

Birthdays/anniversaries and special dates only come along once in a while. If they cannot do this simple thing right, I think the quality of service (or lack thereof) speaks for itself. 

That aside, I appreciate the interior design of the Premier room, and the view and daybed by the window. However, my partner and I were sneezing during our stay as the place was a little dusty. Our noses were fine after checking out the following afternoon. 

I think this has great potential to be a sanctuary resort at such a prime location. But to the service staff and especially the management - you have your work cut out for you to achieve that. 
","Facilities & Services"
400,"Good location for a cosy staycation ",Nil,Location
401,Facilities,"Generally the rooms are well kept and clean. However, just find the flushing system a bit noisy and we could hear when the neighbhour is using the washroom.",Room
402,"Wonderful Hotel Service Staff","We were given an early check-in and late check-out the next day. The stay includes a $15 dining voucher, with no min spending. 

The hotel has a beautiful kids pool with a slide and shaded under trees. My children said that the slide was dangerous and not fun though. Perhaps the hotel could check on that. Thedream pool looks like a beautiful place to relax and retreat to, hidden amidst lush greenery. There is also a sky pool, which overlooks the coast, and is more popular.

There is always kacang puteh, which are light snacks, and drinks at the lobby. The beach is 5 mins away, and there is a free bird show and kids play area there. 

Staff at Shutters were extremely helpful and friendly. Gave the children free juice and helped a lady who was fainting.A staff from housekeeping was very concerned when my child fell. He carried him and asked for ice immediately. Another staff also carried my child to the lobby.

Overall I felt that the staff are very warm and caring people.","Facilities & Services"
403,"Love the nature","Great place to be near nature.",General
404,"Very pleasant hotel compound, but interior facility can be better","Larkhill Terrace: 
Interior toilets could be installed with more mirrors. Currently, the interior toilet does not have any mirrors being installed, so as the shower area. 

During our stay, there was also a group checked in at the Larkhill Terrace. The group was big andpartying outside the verandah. The crowd was noisy and they had arguments. It was not pleasant for children. Hotel security should be enforced to avoid big group crowding around common area of the hotel premise. ","Facilities & Services"
405,"Fantastic room. Good view. ","The room is great. Comes with a sea view. And the facility is not very crowded, thus ideal for a quiet stay. Food at Shutter resturant was fantastic with special recommendation for the black cod, seafood agilo olio and carbonara which are spectacular.",Room
406,"Good escape","Booked this room to celebrate my friends birthday, and she loves this place, just that at night its very dark and we can only stay in the room. Theres a lot of mosquito around too. Whats disappointing was i kept a cake with them and it took them 30mins to find where it is in the fridge. Some part of the cake was melting too. Overall quite a good experience for a villa.","Facilities & Services"
407,"Fancy hotel without a lot of character","the staff were great and polite, location close to Sentosa casino, but the whole place seemed to lack any character. For the cost of the room, i was disappointed to come back late and no mini bar nor snacks. i have stayed in other places in Sinapore for less than what i paid for a night here and and been much more impressed","Facilities & Services"
408,"Amazing hotel ","Best for families and couples ",General
409,"Good hotel","Good hotel",General
410,"Not up to stardard ","Long waiting time for check in 
Room with antslizard 
Location not convince for non driver 
","Facilities & Services"
411,"Pleasant stay","Booked villa, stayed a night at Villa one. Overall comfortable stay, except the mosquitoes which eventually eradicated once the mosquito coil was activated. Pool has lots of small leaves, due to rain. Housekeeping unable to clear it all up due to the minute size of the leaves. ","Facilities & Services"
412,"Good choice when opting for isolation and privacy amidst a leisures-packed area.","Pros: spacious room. 2 pools to choose for the hotel area, both are good. Bottled water free by the pool, no surveillance, all self-serviced, feel like home.

Cons: Food is way pricey. Not flexible with the discount coupon policy (only can avail discount if dining in the restaurant. If ordered from the restaurant to room then no discount.

Overall, good stay. Would recommend.

","Facilities & Services"
